Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140,class
303,1.5,239.92,2.5,2.64,217.79,251.19,250.77,9,5.29,6.12,1.04,0.53,0.66,6.66,1.77,0.38,-0.07,184,2914.45,13299,3.36,224.36,6.85,5.01,202.39,234.8,235.89,15.09,16.55,15.62,2.12,0.8,0.36,7.66,0.91,0.82,-0.07,2312,1283.79,concrete 
3255,0.65,234.73,1.12,1.27,198.92,252.66,252.62,5.88,3.45,3.59,1.35,0.2,0.96,6.36,2.26,0.34,-0.12,290,3619.28,3255,0.65,234.73,1.12,1.27,198.92,252.66,252.62,5.88,3.45,3.59,1.35,0.2,0.96,6.36,2.26,0.34,-0.12,290,3619.28,building 
381,1.33,46.02,2.12,1.61,43.43,43.94,50.69,12.35,12.17,11.84,1.19,0.77,0.72,6.85,1.87,0.47,-0.01,126,1939.81,539,1.2,55.04,1.64,1.92,63.73,46.45,54.94,35.43,12.76,14.2,1.31,0.92,0.76,7.61,1.97,0.39,0.16,178,641.47,shadow 
134,0.51,133.91,1.52,1.25,194.31,94.43,112.99,11.42,9.58,10.53,1.42,0.68,0.82,6.47,1.94,0.41,0.35,58,2472.77,5117,0.71,114.86,1.77,2.23,157.65,86.46,100.46,51.49,32.04,32.63,3,0.96,0.85,8.87,1.74,0.85,0.29,638,298.88,tree 
58,0.11,221.41,1.03,1.05,188.21,236.29,239.72,18.29,20,19.09,1.67,0.56,0.96,5.73,1.77,0.48,-0.11,32,3779.65,66,0.09,209.43,1,1.05,177.02,223.29,228,35.96,40.91,37.56,1.83,0.64,1,5.93,1.76,0.54,-0.12,34,3091.86,car 
220,2.14,140.3,3.39,2.6,188.65,107.99,124.25,15.38,14.11,14.7,2.67,0.72,0.35,7.07,1.02,0.83,0.27,154,2462.67,5322,2.01,135.51,3.44,3.8,172.62,110.84,123.06,56.18,39.73,38.61,1.57,0.94,0.46,8.64,1.48,0.58,0.22,1110,392.24,tree 
451,1.23,155.3,2.04,2.26,202.88,126.26,136.76,6.51,6.57,7.27,1.79,0.63,0.79,6.41,1.81,0.63,0.23,192,2551.43,7766,1.99,151.97,3.4,4.87,199.86,123.04,133.03,20.73,18.32,18.45,1.26,0.88,0.69,7.94,1.78,0.39,0.24,1716,698.55,grass 
591,1.42,148.51,2.13,3.17,197.96,118.97,128.6,5.87,6.51,6,1.3,0.42,0.75,6.29,1.96,0.14,0.25,308,3390.3,7440,1.68,148.28,3.42,4.43,200.67,116.21,127.96,17.15,13.92,14.41,1.32,0.89,0.67,7.75,1.81,0.16,0.27,1528,730.38,grass 
81,0.74,46.82,1.63,1.39,59.19,36.27,45.01,13.46,7.01,7.02,1.09,0.73,0.8,5.98,1.81,0.26,0.24,50,2525.78,8647,2.99,117.11,5.46,5.94,135.29,103.86,112.19,45.36,39.6,38.45,1.31,0.92,0.51,9.37,1.36,0.63,0.13,2210,601.7,shadow 
469,1.58,213.48,2.25,3.3,191.8,222.29,226.33,8.75,8.28,8.45,2.46,0.53,0.68,6.65,1.49,0.78,-0.07,286,2596.8,18223,0.9,203.63,1.59,2.8,183.3,211.86,215.72,22.48,23.84,23.95,3.84,0.82,0.9,7.88,1.55,0.91,-0.07,1510,717.64,building 
284,1.32,81.69,2.31,2.31,68.58,85.93,90.56,8.45,7.66,7.24,1.78,0.66,0.75,6.46,1.75,0.55,-0.11,156,2171.62,7053,1.88,68.88,2.89,4.5,64.94,67.94,73.76,28.74,27.93,27.2,1.15,0.9,0.53,8.52,1.63,0.25,-0.02,1512,670.85,asphalt 
188,1.49,214.14,2.34,2.99,187.02,227.04,228.36,5.73,6.1,6.24,3.64,0.41,0.72,6.15,1.21,0.93,-0.1,164,3940.28,9495,1.85,221.28,2.23,4.49,191.16,235.37,237.3,17.98,20.77,20.28,1.55,0.73,0.6,7.62,1.75,0.43,-0.1,1752,1280.8,concrete 
262,0.89,223.38,1.79,1.95,194.91,237.03,238.21,6.84,7.11,7.67,1.44,0.46,0.82,6.44,1.91,0.51,-0.1,126,3690.98,13762,2.07,203.63,4.25,4.81,177.77,215.74,217.39,22.54,24.66,24.55,1.55,0.81,0.47,8.08,1.42,0.67,-0.1,2258,989.28,concrete 
452,1.42,241.46,1.84,2.42,221.36,251.76,251.25,7.04,5.15,5.26,1.23,0.39,0.75,6.48,1.81,0.34,-0.06,206,3687.45,6093,1.82,231.86,2.35,3.57,206.94,244.1,244.55,19.61,15.94,15.5,1.59,0.81,0.55,7.94,1.56,0.46,-0.08,1114,1175.8,building 
515,1.87,217.62,3,3.28,187.44,231.01,234.41,8.28,8.69,8.69,1.5,0.47,0.55,6.75,1.54,0.46,-0.1,298,3504.24,6093,1.82,231.86,2.35,3.57,206.94,244.1,244.55,19.61,15.94,15.5,1.59,0.81,0.55,7.94,1.56,0.46,-0.08,1114,1175.8,building 
297,1.18,153,2.26,2.7,187.65,128.82,142.53,17,12.43,11.15,2.41,0.79,0.74,7.09,1.53,0.79,0.19,186,1382.83,5713,3.09,163.24,5.38,4.84,182.21,151.07,156.44,34.11,39.65,36.66,1.85,0.86,0.55,8.77,1.29,0.68,0.09,1462,850.07,tree 
127,1.25,125.42,2.35,2.44,167.09,98.19,110.98,23.43,14.75,14.73,2.09,0.73,0.69,6.74,1.42,0.79,0.26,110,2392.44,9373,2.54,128.61,3.35,6.2,130.21,125.45,130.17,51.9,50.46,47.65,2.55,0.9,0.64,9.31,1.38,0.75,0.02,2402,706.56,tree 
273,1.95,216.35,2.46,2.45,182.14,230.64,236.26,6.8,9.5,8.73,1.52,0.49,0.47,6.34,1.35,0.56,-0.12,162,3746.42,8056,2.54,218.46,3.56,5.65,191.72,230.64,233.02,18.44,18.78,18.47,1.09,0.85,0.54,7.77,1.55,0.34,-0.09,2028,893.98,building 
456,2.76,219.74,8.07,5.41,192.68,232.65,233.88,7.04,7.89,7.26,3.32,0.51,0.28,6.74,0.82,0.86,-0.09,462,4129.35,18869,3.13,216.48,8.2,5.35,190.35,228.81,230.29,10.84,11.42,11.01,1.93,0.81,0.15,7.03,0.89,0.61,-0.09,2942,1118.64,concrete 
175,1.53,120.16,2.73,2.99,170.8,84.81,104.87,21.5,14.41,15.25,2.07,0.81,0.58,7.09,1.37,0.67,0.34,158,1737.95,5270,1.69,84.69,2.45,3.88,117.63,62.61,73.83,42.93,22.34,24.24,1.83,0.94,0.63,9.14,1.61,0.73,0.31,1126,473.28,tree 
385,1.97,160.54,4.07,3.67,143.86,166.4,171.34,10.2,10.21,10.23,1.53,0.52,0.3,6.95,1.23,0.58,-0.07,288,3151.09,10748,2.05,181.99,2.3,2.58,162.76,189.88,193.34,18.77,21.94,22.59,2.11,0.81,0.54,8,1.38,0.84,-0.08,1070,1107.29,building 
189,0.14,240.52,1.08,2.58,215.75,253.15,252.66,10.02,4.03,4.36,22.67,0.3,0.94,6.73,0.7,1,-0.08,142,5421.65,2187,0.93,236.42,1.38,4.67,228.53,239.04,241.69,16.76,18,15.81,56.91,0.54,0.87,7.93,0.4,1,-0.02,874,2540.34,concrete 
830,0.91,242.22,1.81,2.13,221.08,252.74,252.84,6.27,3.26,3.08,1.34,0.45,0.83,6.25,2.11,0.18,-0.07,246,2743.78,24327,0.37,241.97,1.13,1.18,220.6,252.63,252.68,7.52,4.74,4.48,1.08,0.54,0.98,6.55,2.41,0.08,-0.07,734,2071.52,building 
1005,1.41,208.12,1.72,2.6,175.2,221.65,227.49,5.98,6.16,6.84,3,0.33,0.81,6.3,1.71,0.78,-0.12,330,3348.51,3039,1.2,204.77,2.07,2.1,172.74,218.13,223.45,9.86,12.29,13.1,2.69,0.66,0.74,6.99,1.48,0.91,-0.12,464,1967.72,building 
900,1.68,242.49,2.27,2.55,223.99,252.21,251.27,9.38,4.53,5.37,1.27,0.65,0.69,6.85,1.76,0.36,-0.06,306,2310.4,13011,1.97,239.26,2.8,2.59,221.45,249.81,246.53,15.66,13.12,15.88,2.09,0.72,0.57,7.13,1.43,0.74,-0.06,1182,1010.88,building 
488,1.84,219.04,2.78,3.42,189.61,232.45,235.06,6.07,6.26,6.1,2.28,0.47,0.63,6.39,1.32,0.84,-0.1,302,3561.03,8940,1.86,221.09,2.63,4.46,193.18,234.46,235.65,12,11.13,10.99,1.55,0.75,0.56,7.33,1.58,0.63,-0.1,1688,1516.36,concrete 
135,0.44,70.23,1.44,1.33,79.11,63.13,68.46,14.47,10.98,10.86,1.15,0.76,0.86,6.59,1.95,0.26,0.11,62,2020.3,5495,1.48,117.47,1.95,4.16,137.78,104.11,110.52,45.15,36.56,35.51,18.26,0.93,0.75,8.78,0.62,1,0.14,1234,501.47,shadow 
195,0.6,197.09,1.52,1.72,173.63,206.45,211.19,4.77,5,5.04,1.58,0.58,0.85,5.83,1.88,0.53,-0.09,96,3043.67,9448,0.8,202.98,1.55,1.5,176.7,213.85,218.38,10.51,12.43,12.61,1.3,0.75,0.93,6.9,2.29,0.37,-0.1,584,1313.02,building 
216,1.03,118.06,1.39,1.5,177.24,79.63,97.32,21.07,10.37,10.89,3,0.78,0.81,7.11,1.45,0.88,0.38,88,1915.77,2530,2.18,101.63,3.25,3.43,118.73,88.16,98,56.79,46.36,45.8,1.41,0.92,0.49,8.89,1.5,0.52,0.15,690,599.36,tree 
397,0.91,206.78,1.66,2.03,182.56,218.04,219.74,9.65,8.84,8.64,4.05,0.69,0.84,6.85,1.37,0.92,-0.09,162,2178.25,2756,2.15,211.13,3.01,5.06,194.69,222.35,216.36,25.34,22.17,18.39,6.67,0.82,0.4,8.39,0.67,0.99,-0.07,1062,1274.6,concrete 
25,0.21,236.19,1.44,1.2,212.24,246.16,250.16,15.86,10.98,10.26,1,0.3,0.8,4.93,1.62,0.1,-0.07,24,6262.92,410,1.28,139.79,2.53,2.4,122.82,145.22,151.33,55.84,61.97,61.34,1.32,0.81,0.71,7.89,1.74,0.58,-0.08,194,1315.32,car 
270,1.31,165.15,2.1,2.31,212.21,136.73,146.5,8.76,10.19,8.91,3.09,0.6,0.66,6.72,1.23,0.91,0.22,152,3002.92,24199,1.12,166.47,1.72,3.6,210.53,138.41,150.48,9.37,9.31,9.08,2.35,0.77,0.81,6.92,1.8,0.8,0.21,2242,1382.89,grass 
1140,0.65,233.97,1.56,1.72,198.9,250.54,252.46,5.64,5.17,3.91,1.64,0.3,0.89,6.24,2.07,0.52,-0.11,232,3594.37,14093,2.1,225.89,2.73,2.88,191.49,240.55,245.62,8.72,10.69,9.48,1,0.75,0.54,6.91,1.51,0.54,-0.11,1366,1595.46,building 
442,1.28,163.06,1.54,2.07,216.59,126.26,146.32,8.05,7.48,8.03,2.35,0.61,0.78,6.72,1.65,0.75,0.26,174,2713.9,1836,1.35,159.77,1.94,2.14,208.71,127.12,143.47,20.72,19.14,17.17,1.5,0.8,0.8,7.72,1.9,0.51,0.24,366,1014.63,grass 
720,0.84,206.45,1.78,2.2,181.17,218.25,219.93,6.81,8.01,7.62,3.03,0.36,0.77,6.47,1.72,0.75,-0.09,236,3562.64,51578,5.12,216.24,13.24,6.86,191.17,227.91,229.64,12.03,12.62,12.12,4.35,0.75,0.23,7.36,0.44,0.95,-0.09,6236,1428.81,concrete 
230,1.16,204.7,2.24,2.41,178.9,217.35,217.84,6.62,7.62,6.82,3.58,0.51,0.72,6.36,1.24,0.92,-0.1,146,3360.11,51578,5.12,216.24,13.24,6.86,191.17,227.91,229.64,12.03,12.62,12.12,4.35,0.75,0.23,7.36,0.44,0.95,-0.09,6236,1428.81,concrete 
202,0.91,155.8,1.66,1.9,135.03,164.61,167.75,12.07,13.54,15.72,1.71,0.56,0.79,6.81,1.86,0.48,-0.1,108,3106.83,2114,1.03,184.11,1.77,2.34,158.17,195.89,198.26,35.52,44.02,45.24,1.93,0.87,0.86,8.51,2,0.57,-0.11,430,910.21,building 
128,1.57,141.23,2.45,2.52,186.53,111.77,125.38,23.37,13.34,13.74,1.56,0.77,0.64,6.77,1.54,0.54,0.25,114,1379.17,3213,1.96,133.4,3.02,3.82,156.56,118.28,125.36,44.82,36.42,35,3.12,0.94,0.62,8.97,1.21,0.89,0.14,866,430.45,tree 
866,1.16,239.62,1.7,2.07,214.89,252.23,251.75,8.48,5.62,5.48,1.2,0.54,0.81,6.67,2,0.2,-0.08,244,2910.83,5872,1.75,239.36,1.8,3.43,213.61,252.38,252.1,7.95,5.59,5.53,2.16,0.6,0.69,6.47,1.65,0.66,-0.08,1050,2130.48,concrete 
900,0.69,226.66,1.77,2.17,198.37,240.38,241.22,4.03,4.17,4.41,3.15,0.48,0.85,5.6,1.66,0.84,-0.1,260,3046.68,9950,2.2,223.47,2.83,4.17,197.93,235.82,236.65,11.71,14.6,13.98,3.64,0.8,0.54,6.9,1.02,0.97,-0.09,1662,1107.19,concrete 
364,2.89,83.03,5.13,4.11,68.55,87.23,93.3,6.95,7.88,7.57,1.77,0.59,0.41,6.61,1.1,0.72,-0.12,314,3664.31,17571,3.12,76.93,5.86,6.24,68.19,77.95,84.66,31.58,33.18,32.68,1.89,0.82,0.29,8.55,1.05,0.57,-0.07,3308,1056.4,asphalt 
337,1.29,241.44,2.03,2.51,218.96,252.89,252.47,5.98,3.14,3.59,2.11,0.29,0.77,6.24,1.76,0.57,-0.07,184,3952.67,10492,0.49,239.35,1.31,1.77,222.13,248.49,247.44,13.52,16.35,15.63,2.26,0.67,0.9,6.95,2,0.72,-0.06,724,1221.32,building 
535,1.34,48.29,2.32,2.08,58.1,40.21,46.55,12.45,7.91,7.89,2.66,0.63,0.74,6.9,1.55,0.81,0.18,192,2242.14,5943,1.54,83.51,2.06,3.7,106.21,67.77,76.57,48.71,33.64,33.33,3.4,0.9,0.72,8.98,1.36,0.9,0.22,1140,715.01,shadow 
249,1.69,96.16,2.49,2.85,80.05,101.83,106.61,8.13,7.99,7.91,3.26,0.5,0.6,6.58,1.18,0.88,-0.12,180,3321.63,5228,1.79,92.41,2.8,4.41,79.9,95.86,101.47,29.45,34.55,33.77,2.07,0.81,0.68,8.46,1.53,0.8,-0.09,1276,1094.78,asphalt 
142,1.26,121.1,2.22,1.72,167.1,91.9,104.29,16.96,12.22,12.02,1.4,0.78,0.73,6.76,1.66,0.64,0.29,82,1736.17,3845,1.91,113.46,2.42,4.63,113.68,110.32,116.37,33.75,39.64,37.02,1.03,0.87,0.45,9.05,1.62,0.22,0.02,1148,970.49,tree 
52,0.81,142.01,1.73,1.39,188.25,110.48,127.29,7.22,6.08,7,1.11,0.6,0.81,5.68,1.68,0.42,0.26,40,2998.2,6418,2.13,136.22,3.53,8.51,149.19,126.07,133.39,48.88,35.41,33.88,4.03,0.92,0.12,9.19,0.82,0.88,0.08,2728,619.44,grass 
313,3.04,69.76,4.36,3.31,56.22,74.51,78.54,9.63,9.52,8.88,2,0.61,0.32,6.95,1.05,0.67,-0.14,234,3319.85,5590,2.34,74.41,2.78,4.21,62.48,78.15,82.59,20.15,21.41,20.91,4.32,0.82,0.55,7.92,0.94,0.95,-0.11,1260,1106.22,asphalt 
83,2.08,115.15,3.47,3.02,113.23,113.57,118.66,30.5,27.71,25.42,3.56,0.75,0.38,6.63,1.04,0.77,0,110,2784.26,3932,2.42,147.96,3.59,4.76,152.53,142.65,148.71,54.39,48.88,47.63,1.6,0.9,0.36,9.09,1.2,0.69,0.03,1194,691.96,shadow 
576,1.18,49.2,1.98,2.58,39.58,50.47,57.57,8.2,7.76,9.56,5.07,0.63,0.69,6.5,1.15,0.94,-0.12,248,2378.75,1631,2.57,63.73,3.66,3.12,59.17,63.08,68.94,31.56,17.48,18.72,1.78,0.84,0.52,7.84,1.35,0.69,-0.03,504,1043.78,shadow 
448,1.82,70.03,3.13,2.83,56.96,73.73,79.4,6.91,6.57,6.38,1.79,0.42,0.61,6.56,1.39,0.68,-0.13,240,3868.9,4227,2.44,78.32,3.29,4.09,63.98,82.56,88.42,15.11,18.01,17.56,1.05,0.77,0.36,7.71,1.32,0.19,-0.13,1064,1660.83,asphalt 
154,2.1,152.56,2.9,2.22,183.6,130.08,143.99,21.31,17.27,17.25,1.32,0.76,0.6,6.92,1.52,0.32,0.17,110,1954.77,3048,4.08,131.06,8.96,5.93,146.26,118.58,128.33,44.5,52.33,50.08,1.62,0.84,0.22,9.3,0.88,0.69,0.1,1310,1198.11,tree 
731,1.27,84.78,3.28,2.79,70.54,89.11,94.67,7.23,6.98,6.87,1.5,0.42,0.72,6.46,1.74,0.68,-0.12,302,3164.39,8578,1.24,86.15,1.89,4.84,72.63,89.77,96.05,21.83,23.07,22.95,3.95,0.69,0.73,7.97,1.32,0.93,-0.11,1792,1567.92,asphalt 
489,1.48,82.93,2.02,2.26,67.83,87.22,93.73,10.08,10.47,10.05,1.17,0.45,0.67,6.95,1.75,0.4,-0.13,200,3407.37,8578,1.24,86.15,1.89,4.84,72.63,89.77,96.05,21.83,23.07,22.95,3.95,0.69,0.73,7.97,1.32,0.93,-0.11,1792,1567.92,asphalt 
687,2.73,154.34,4.3,3.62,212.89,115.47,134.65,7.42,7.42,7.56,1.95,0.58,0.46,6.56,1.18,0.79,0.3,380,2565.71,22976,2.9,157.77,4.01,4.46,211.59,121.11,140.59,19.36,20.84,18.97,4.33,0.84,0.42,8.01,0.81,0.96,0.27,2706,891.81,grass 
129,2.19,124.22,3.92,3.7,162.64,95.98,114.05,21.46,18.99,19.13,1.05,0.65,0.46,6.97,1.32,0.11,0.26,168,3641.45,454,1.08,88.95,1.67,2.14,116.16,69.29,81.41,42.27,26.69,29.41,1.43,0.91,0.79,7.94,1.97,0.32,0.25,182,706.1,grass 
196,1.31,165.13,2.45,2.61,198.4,143.8,153.18,7.98,6.91,6.43,1.88,0.7,0.67,6.34,1.54,0.68,0.16,146,2266.74,29548,1.21,154.31,2.39,2.82,198.08,124.97,139.87,11.72,13.37,10.86,1.44,0.84,0.77,7.3,2.05,0.46,0.23,1940,1060.27,grass 
468,1.34,161.79,2.27,2.96,211.22,128.2,145.96,5.72,6,6.06,1.94,0.42,0.7,6.27,1.65,0.69,0.24,256,3554.94,29548,1.21,154.31,2.39,2.82,198.08,124.97,139.87,11.72,13.37,10.86,1.44,0.84,0.77,7.3,2.05,0.46,0.23,1940,1060.27,grass 
625,1.84,163.14,2.71,2.54,207.72,133.18,148.53,8.14,7.61,6.93,1.66,0.61,0.57,6.6,1.65,0.71,0.22,254,2309.11,29548,1.21,154.31,2.39,2.82,198.08,124.97,139.87,11.72,13.37,10.86,1.44,0.84,0.77,7.3,2.05,0.46,0.23,1940,1060.27,grass 
96,1.41,158.33,2.13,2.5,193.7,136.81,144.48,5.26,4.91,5.02,1.42,0.18,0.7,5.74,1.62,0.48,0.17,98,4911.79,6695,1.2,163.38,1.22,1.7,190.77,148.09,151.28,11.87,16.87,13.39,1.01,0.8,0.91,7.32,2.29,0.03,0.13,558,1215.35,grass 
446,1.28,177.46,2.73,3.17,233.06,138.07,161.25,6.21,6.14,6.53,2.11,0.53,0.65,6.33,1.54,0.68,0.26,268,2899.18,33625,1.04,161.85,1.69,2.69,207.9,130.73,146.92,12.95,12.7,10.72,1.87,0.86,0.89,7.35,2.09,0.65,0.23,1972,827.21,grass 
341,1.45,127.72,2.56,2.9,199.07,84.89,99.21,14.89,11.64,12.45,1.65,0.72,0.68,7.37,1.64,0.58,0.4,214,2204.29,5243,1.69,120.71,2.97,4.87,174.84,86.95,100.32,32.19,22.92,22.02,1.37,0.9,0.62,8.89,1.71,0.38,0.34,1410,708.99,tree 
229,1.62,81.75,2.7,3.4,121.66,56.28,67.31,16.21,10.03,11.02,2.15,0.8,0.56,7.15,1.31,0.74,0.37,206,1631.37,4724,1.13,93.03,2.04,2.32,125.85,71.51,81.75,34.92,22,22.27,1.4,0.91,0.8,9,2.06,0.63,0.28,638,631.71,tree 
1890,0.51,233.93,1.25,1.51,197.93,251.29,252.56,6.24,4.27,3.54,2.63,0.39,0.93,6.4,1.81,0.8,-0.12,262,3184.25,5432,1.05,239.67,1.51,1.45,216.75,250.84,251.44,17.16,8.34,7.54,2.28,0.89,0.78,7.32,1.85,0.79,-0.07,426,756.23,building 
493,1.17,229.41,1.83,1.6,189.15,247.73,251.33,12.49,7.06,4.58,1.44,0.8,0.72,7.07,1.92,0.51,-0.13,142,1447.52,2872,1.51,231.78,1.74,2.78,207.97,241.8,245.57,29.52,19.61,16.43,2.83,0.89,0.82,8.37,1.6,0.82,-0.08,596,789.72,building 
339,1.74,201.91,3.04,3.67,173.93,214.47,217.33,6.28,6.7,6.82,2.36,0.57,0.57,6.31,1.23,0.83,-0.1,270,3223.15,9841,2.13,199.89,4.04,5.29,174.33,211.63,213.72,18.05,19.16,18.91,1.43,0.81,0.46,7.64,1.33,0.54,-0.1,2098,977.86,concrete 
323,1.84,214.27,2.97,3.37,188.28,226.74,227.8,6.09,6.98,6.52,2.98,0.54,0.43,6.38,1.06,0.89,-0.09,242,3898.87,13223,2.48,215.05,4.57,5.07,191.1,226.38,227.67,19.92,22.93,22.01,2.76,0.81,0.45,8.02,1,0.93,-0.08,2330,1157.15,concrete 
444,1.04,204.19,1.95,2.28,176.83,216.93,218.79,5.53,5.73,5.73,1.59,0.35,0.76,6.21,1.79,0.66,-0.1,192,3804.37,13223,2.48,215.05,4.57,5.07,191.1,226.38,227.67,19.92,22.93,22.01,2.76,0.81,0.45,8.02,1,0.93,-0.08,2330,1157.15,concrete 
278,2.02,79.37,3.17,3.03,65.05,84.07,89,10.18,7.35,7.24,1.82,0.57,0.47,6.52,1.53,0.47,-0.13,202,2404.81,7290,2.07,61.64,3.14,4.12,57.07,60.84,67.01,34.26,25.01,25.32,2,0.91,0.56,8.29,1.4,0.79,-0.03,1406,502.22,asphalt 
1921,0.61,230.73,1.68,1.81,219.54,238.43,234.2,6.2,6.84,6.74,1.16,0.63,0.89,6.22,2.27,0.26,-0.04,318,2152.43,1974,0.48,230.18,1.64,1.68,219.26,237.66,233.62,6.67,8.89,8.08,1.15,0.63,0.9,6.27,2.3,0.23,-0.04,298,2027.37,soil 
273,1.37,178.49,2.29,2.15,195.73,169.92,169.83,10.51,12.96,11.42,2.86,0.71,0.65,6.82,1.36,0.86,0.07,142,2163.81,4884,2.69,176.03,5.44,7.41,182.82,170.59,174.68,43.49,43.36,39.14,1.42,0.89,0.22,9.13,1.08,0.24,0.03,2072,804.74,grass 
1621,0.54,233.92,1.28,1.61,196.14,252.5,253.13,4.27,2.82,2.68,1.36,0.45,0.93,5.69,2.26,0.24,-0.13,260,3005.53,6218,1.51,235.02,2,2.3,198.65,253.12,253.29,7.48,2.74,2.65,3.16,0.79,0.66,6.02,1.28,0.92,-0.12,726,1167.7,building 
97,0.75,234.33,1.15,1.62,210.38,245.01,247.61,14.39,13.15,11.07,2.29,0.66,0.87,6.23,1.62,0.69,-0.08,64,3294.25,6911,2.37,177.63,4.36,6.62,164.62,182.34,185.91,41.62,44.32,42.85,1.74,0.85,0.35,9.3,1.14,0.63,-0.05,2200,1057.95,car 
70,0.22,238.77,1.2,1.14,216.09,249.56,250.66,10.52,6.94,6.6,1.71,0.59,0.91,5.92,1.82,0.46,-0.07,38,3335.42,6911,2.37,177.63,4.36,6.62,164.62,182.34,185.91,41.62,44.32,42.85,1.74,0.85,0.35,9.3,1.14,0.63,-0.05,2200,1057.95,car 
286,1.36,172.33,2.26,2.34,185.17,165.7,166.13,9.53,8.89,8.37,1.6,0.69,0.71,6.74,1.71,0.55,0.06,158,2136.79,5125,1.59,186.66,2.85,3.46,201.48,178.26,180.25,18.17,20.26,18.91,3.49,0.88,0.67,7.88,1.44,0.82,0.06,990,824.01,grass 
463,1.69,99.13,2.75,2.28,91.84,98.44,107.11,6.51,6.47,6.85,1.32,0.53,0.68,6.41,1.71,0.48,-0.03,196,3210.53,3882,1.24,95.87,1.82,1.97,94.47,92.23,100.91,34.42,35.04,35.49,1.36,0.91,0.8,8.45,2.1,0.53,0.01,490,597.92,building 
3146,0.9,244.97,1.44,1.39,229.86,252.47,252.58,7.56,4.13,3.73,1.45,0.52,0.84,6.5,2.12,0.55,-0.05,312,2397.07,9419,1.71,243.92,1.6,2.02,229.7,250.71,251.35,9.84,9.05,7.58,1.51,0.63,0.84,6.85,1.96,0.47,-0.04,784,1911.96,building 
428,1.55,166.02,2.16,2.61,210.11,135.89,152.04,9.78,7.82,7.77,1.18,0.75,0.69,6.91,1.76,0.42,0.21,216,1872.73,4839,1.89,155.88,3.58,3.67,198.79,127.02,141.83,17.96,21.13,18.91,1.14,0.86,0.67,7.7,1.8,0.5,0.22,1020,801.65,grass 
659,1.38,219.3,1.68,2.53,189.64,233.14,235.12,5.63,5.73,5.89,1.23,0.38,0.83,6.26,2.08,0.37,-0.1,260,3597.18,20094,1.82,220.71,2.58,4.58,194.02,233.09,235.03,15.52,14.98,14.67,2.21,0.74,0.78,7.47,1.7,0.74,-0.09,2596,1243.03,concrete 
89,1.01,219.88,2.02,2.01,184.82,235.18,239.65,8.5,7.96,8.57,1.57,0.44,0.74,6.15,1.66,0.47,-0.12,76,4036.61,4621,1.26,204.87,1.29,2.67,173.18,218.77,222.67,32.43,37.17,37.11,5.26,0.75,0.85,8.47,1.3,0.94,-0.12,726,1470.63,building 
155,1.68,225.15,2.57,2.69,192.61,239.95,242.88,4.04,5.27,6.51,1.48,0.45,0.58,5.63,1.51,0.6,-0.11,134,4250.46,1360,1,223.97,1.57,2.01,192.3,238.29,241.32,8.38,11.06,10.5,3.92,0.71,0.85,6.74,1.52,0.89,-0.11,296,1991.25,building 
